client_id,sexe,age,situation_familiale,nombre_enfants,niveau_etude,secteur_activite,revenu_mensuel,montant_pret,duree_pret,taux_interet,but_du_pret,historique_defaut,remboursement_pret_prec,score_credit,zone_residentielle,contact_telephone,co_emprunteur,delai_remboursement
508,F,57,Marié(e),1,Primaire,Commerce,277683,208918,12,8.4,Urgence,Non,Aucun,78,Urbaine,Non,Non,Oui
509,F,61,Veuf/veuve,3,Primaire,Artisanat,186212,209676,18,6.6,Capital démarrage,Oui,Oui,60,Urbaine,Oui,Non,Non
510,F,36,Marié(e),2,Secondaire,Agriculture,187793,163425,12,9.2,Stock,Non,Aucun,60,Urbaine,Oui,Oui,Oui
511,F,29,Marié(e),0,Primaire,Commerce,167117,311468,18,15.2,Achat équipement,Non,Non,59,Urbaine,Oui,Non,Oui
512,M,25,Célibataire,1,Secondaire,Agriculture,268061,332833,18,5.6,Achat équipement,Oui,Non,39,Rurale,Oui,Non,Non
513,F,25,Célibataire,0,Primaire,Commerce,179438,164554,12,12.6,Achat équipement,Non,Oui,72,Rurale,Oui,Oui,Oui
514,F,62,Célibataire,0,Primaire,Artisanat,146495,384713,12,6.3,Urgence,Non,Oui,69,Urbaine,Oui,Non,Oui
515,M,29,Marié(e),2,Primaire,Commerce,239926,447649,18,10.4,Capital démarrage,Non,Oui,67,Rurale,Oui,Oui,Oui
516,M,65,Marié(e),2,Primaire,Artisanat,250977,255612,12,17.5,Stock,Non,Aucun,88,Rurale,Oui,Oui,Oui
517,M,50,Divorcé(e),0,Primaire,Commerce,276396,371998,18,7.1,Stock,Non,Oui,89,Rurale,Oui,Non,Oui
518,F,62,Marié(e),3,Primaire,Commerce,218015,326266,6,5.0,Urgence,Oui,Aucun,84,Urbaine,Oui,Non,Non
519,F,43,Veuf/veuve,0,Secondaire,Commerce,248775,157551,18,10.3,Capital démarrage,Non,Non,61,Urbaine,Oui,Non,Oui
520,M,56,Veuf/veuve,2,Primaire,Artisanat,164444,451506,6,12.3,Stock,Non,Oui,60,Rurale,Oui,Oui,Oui
521,F,45,Célibataire,0,Aucun,Services,241547,490799,6,8.5,Urgence,Non,Aucun,49,Urbaine,Oui,Non,Non
522,M,22,Marié(e),2,Aucun,Commerce,224551,406836,12,11.8,Capital démarrage,Non,Aucun,65,Urbaine,Non,Non,Oui
523,F,25,Célibataire,2,Aucun,Artisanat,211827,228142,24,17.4,Capital démarrage,Non,Oui,65,Urbaine,Oui,Non,Oui
524,F,42,Marié(e),3,Primaire,Agriculture,86572,559735,24,8.7,Stock,Non,Oui,73,Urbaine,Oui,Non,Oui
525,F,44,Divorcé(e),0,Aucun,Services,156709,300447,12,8.7,Stock,Non,Aucun,48,Rurale,Oui,Non,Non
526,M,63,Célibataire,0,Aucun,Agriculture,177257,196233,6,11.0,Capital démarrage,Oui,Aucun,59,Rurale,Non,Oui,Non
527,M,40,Marié(e),3,Primaire,Agriculture,211895,274529,12,11.5,Stock,Oui,Aucun,39,Urbaine,Oui,Oui,Non
528,M,47,Marié(e),2,Secondaire,Agriculture,324044,430641,12,4.5,Urgence,Non,Aucun,54,Rurale,Oui,Oui,Oui
529,M,62,Marié(e),2,Aucun,Services,231554,515262,18,12.8,Capital démarrage,Non,Oui,78,Rurale,Oui,Non,Oui
530,F,64,Marié(e),2,Primaire,Artisanat,131399,246116,12,18.0,Stock,Oui,Aucun,48,Rurale,Oui,Oui,Non
531,F,40,Marié(e),1,Secondaire,Services,151185,177943,18,8.4,Stock,Non,Oui,91,Rurale,Oui,Non,Oui
532,F,66,Célibataire,3,Supérieur,Artisanat,263391,394571,18,13.0,Urgence,Non,Oui,80,Rurale,Oui,Oui,Oui
533,F,64,Célibataire,2,Secondaire,Commerce,148546,556668,12,4.6,Stock,Oui,Oui,72,Rurale,Oui,Non,Non
534,F,37,Célibataire,3,Aucun,Services,241122,150811,18,12.7,Stock,Non,Oui,85,Rurale,Oui,Oui,Oui
535,F,35,Marié(e),1,Secondaire,Services,187033,491660,6,10.5,Stock,Oui,Oui,63,Urbaine,Oui,Non,Non
536,F,35,Célibataire,1,Primaire,Commerce,170016,312133,6,11.7,Achat équipement,Non,Oui,53,Rurale,Oui,Non,Oui
537,F,19,Veuf/veuve,0,Aucun,Agriculture,149456,489731,18,11.8,Urgence,Oui,Oui,63,Rurale,Oui,Oui,Non
538,M,21,Marié(e),0,Secondaire,Commerce,2785,328047,12,6.9,Urgence,Non,Oui,39,Rurale,Non,Non,Non
539,M,47,Marié(e),0,Primaire,Services,212385,257530,6,14.9,Achat équipement,Oui,Non,82,Urbaine,Non,Non,Non
540,M,50,Marié(e),1,Supérieur,Artisanat,116872,433207,24,12.0,Urgence,Non,Oui,59,Urbaine,Oui,Non,Oui
541,F,53,Marié(e),3,Secondaire,Artisanat,94897,545345,18,8.1,Stock,Non,Oui,53,Urbaine,Oui,Non,Oui
542,F,35,Divorcé(e),1,Secondaire,Services,194866,226138,12,17.2,Stock,Non,Aucun,55,Rurale,Non,Oui,Oui
543,M,54,Célibataire,1,Secondaire,Artisanat,241772,303411,18,4.7,Stock,Non,Oui,65,Rurale,Oui,Non,Oui
544,F,36,Célibataire,0,Primaire,Artisanat,78191,176170,12,14.3,Urgence,Non,Oui,66,Urbaine,Oui,Non,Oui
545,F,64,Marié(e),1,Primaire,Artisanat,240203,150875,24,9.6,Urgence,Oui,Aucun,62,Rurale,Oui,Non,Non
546,M,45,Célibataire,2,Secondaire,Agriculture,125807,477839,6,11.6,Capital démarrage,Non,Oui,62,Urbaine,Oui,Oui,Oui
547,M,57,Célibataire,1,Secondaire,Commerce,218935,160365,18,8.4,Achat équipement,Non,Oui,73,Rurale,Oui,Oui,Oui
548,F,37,Marié(e),1,Secondaire,Commerce,214736,486324,18,8.8,Urgence,Non,Non,48,Rurale,Oui,Non,Non
549,M,66,Célibataire,2,Secondaire,Artisanat,167601,286069,12,4.7,Capital démarrage,Non,Aucun,68,Urbaine,Oui,Oui,Oui
550,F,50,Marié(e),4,Supérieur,Commerce,181792,597276,18,14.4,Achat équipement,Non,Aucun,60,Urbaine,Non,Oui,Oui
551,M,29,Célibataire,1,Secondaire,Agriculture,156227,158537,24,14.1,Achat équipement,Non,Oui,35,Urbaine,Non,Oui,Non
552,F,68,Veuf/veuve,0,Primaire,Agriculture,195812,101137,18,13.3,Stock,Non,Aucun,48,Rurale,Oui,Non,Non
553,F,32,Marié(e),2,Aucun,Commerce,195282,91488,12,16.4,Stock,Non,Aucun,53,Rurale,Oui,Oui,Oui
554,F,58,Marié(e),0,Secondaire,Commerce,124566,509479,12,16.7,Capital démarrage,Non,Oui,90,Rurale,Oui,Non,Oui
555,F,56,Marié(e),1,Primaire,Agriculture,98530,290776,24,12.0,Capital démarrage,Non,Oui,71,Urbaine,Non,Non,Oui
556,M,19,Veuf/veuve,0,Primaire,Agriculture,240501,51718,12,13.7,Stock,Non,Aucun,69,Rurale,Oui,Oui,Oui
557,M,46,Célibataire,0,Aucun,Commerce,192240,531124,18,4.6,Stock,Non,Oui,57,Urbaine,Oui,Non,Oui
558,M,58,Veuf/veuve,1,Secondaire,Agriculture,232190,532306,12,15.9,Achat équipement,Non,Oui,57,Urbaine,Oui,Non,Oui
559,F,27,Marié(e),0,Secondaire,Agriculture,139775,493529,6,15.5,Achat équipement,Non,Oui,47,Urbaine,Oui,Oui,Non
560,F,19,Marié(e),1,Secondaire,Agriculture,130533,186575,6,4.8,Urgence,Non,Oui,60,Rurale,Oui,Oui,Oui
561,F,68,Marié(e),5,Primaire,Commerce,119289,255013,24,11.8,Stock,Non,Oui,85,Urbaine,Oui,Oui,Oui
562,M,28,Célibataire,2,Secondaire,Commerce,169154,459709,18,16.7,Achat équipement,Oui,Oui,45,Rurale,Oui,Non,Non
563,M,30,Marié(e),0,Secondaire,Agriculture,193946,319144,6,6.9,Capital démarrage,Oui,Oui,56,Urbaine,Oui,Oui,Non
564,M,27,Marié(e),2,Primaire,Artisanat,147370,134604,18,9.3,Achat équipement,Non,Aucun,78,Rurale,Oui,Non,Oui
565,M,31,Célibataire,2,Primaire,Agriculture,273889,183539,12,9.0,Stock,Non,Oui,78,Rurale,Oui,Non,Oui
566,F,35,Marié(e),3,Primaire,Agriculture,141471,584924,18,9.3,Achat équipement,Non,Oui,54,Urbaine,Oui,Non,Oui
567,M,68,Célibataire,3,Primaire,Agriculture,194927,133057,6,5.1,Stock,Non,Aucun,82,Urbaine,Oui,Non,Oui
568,M,26,Célibataire,2,Secondaire,Agriculture,127017,449344,24,8.3,Achat équipement,Non,Aucun,58,Rurale,Oui,Non,Oui
569,F,56,Célibataire,0,Primaire,Agriculture,139612,312910,12,8.5,Urgence,Non,Oui,47,Urbaine,Oui,Oui,Non
570,M,45,Célibataire,2,Supérieur,Agriculture,174819,461730,18,16.2,Urgence,Non,Oui,87,Urbaine,Oui,Non,Oui
571,M,20,Marié(e),0,Aucun,Commerce,130041,413612,6,9.3,Capital démarrage,Oui,Oui,66,Rurale,Oui,Non,Non
572,F,37,Célibataire,0,Primaire,Commerce,185364,291541,12,10.5,Capital démarrage,Non,Aucun,62,Urbaine,Oui,Non,Oui
573,M,23,Divorcé(e),1,Primaire,Commerce,206415,244650,12,9.6,Stock,Non,Oui,67,Rurale,Non,Non,Oui
574,F,44,Marié(e),1,Aucun,Artisanat,245602,464897,24,6.1,Stock,Non,Oui,50,Urbaine,Oui,Oui,Oui
575,F,19,Célibataire,2,Primaire,Agriculture,115205,227727,6,17.9,Stock,Non,Aucun,56,Urbaine,Oui,Oui,Oui
576,F,46,Marié(e),4,Primaire,Services,190070,483274,18,15.6,Achat équipement,Non,Oui,86,Rurale,Oui,Non,Oui
577,M,55,Veuf/veuve,0,Primaire,Agriculture,176283,423913,6,11.8,Achat équipement,Oui,Aucun,92,Urbaine,Oui,Non,Non
578,F,20,Marié(e),1,Primaire,Commerce,69109,367718,6,10.9,Achat équipement,Oui,Non,48,Urbaine,Oui,Oui,Non
579,M,33,Célibataire,1,Secondaire,Agriculture,112272,252840,12,13.3,Capital démarrage,Oui,Oui,59,Rurale,Oui,Non,Non
580,M,47,Veuf/veuve,2,Primaire,Artisanat,208496,162794,18,8.9,Stock,Non,Oui,65,Urbaine,Oui,Non,Oui
581,M,57,Marié(e),1,Aucun,Commerce,98840,440730,18,5.2,Achat équipement,Oui,Oui,68,Rurale,Oui,Non,Non
582,F,19,Célibataire,0,Secondaire,Agriculture,175594,100242,24,10.0,Capital démarrage,Oui,Aucun,50,Rurale,Oui,Non,Non
583,M,34,Célibataire,3,Aucun,Commerce,52653,583798,24,17.8,Urgence,Non,Aucun,74,Rurale,Non,Non,Non
584,M,58,Marié(e),2,Secondaire,Agriculture,173822,588311,6,7.0,Stock,Non,Aucun,75,Urbaine,Oui,Oui,Oui
585,F,29,Célibataire,3,Supérieur,Artisanat,56789,121622,18,11.6,Urgence,Non,Oui,77,Rurale,Oui,Non,Oui
586,M,52,Veuf/veuve,2,Primaire,Commerce,143725,107164,12,4.6,Capital démarrage,Non,Non,76,Urbaine,Oui,Non,Oui
587,M,60,Marié(e),2,Supérieur,Agriculture,153735,276994,18,6.1,Stock,Non,Oui,66,Urbaine,Oui,Non,Oui
588,M,18,Divorcé(e),0,Secondaire,Agriculture,187381,580025,6,12.4,Achat équipement,Oui,Oui,79,Rurale,Oui,Non,Non
589,M,62,Marié(e),1,Supérieur,Agriculture,164846,270170,18,8.5,Capital démarrage,Non,Oui,73,Urbaine,Non,Oui,Oui
590,M,32,Célibataire,3,Secondaire,Commerce,105845,250091,6,16.7,Urgence,Non,Aucun,42,Urbaine,Non,Oui,Non
591,M,43,Célibataire,3,Aucun,Agriculture,106967,436971,12,10.0,Urgence,Non,Non,42,Urbaine,Oui,Non,Non
592,F,54,Marié(e),1,Secondaire,Commerce,83153,148302,6,7.3,Urgence,Non,Oui,69,Rurale,Oui,Non,Oui
593,M,38,Marié(e),3,Aucun,Services,192389,249827,6,11.9,Capital démarrage,Non,Aucun,84,Urbaine,Oui,Oui,Oui
594,M,66,Marié(e),2,Aucun,Agriculture,189741,210219,12,15.2,Capital démarrage,Non,Oui,71,Urbaine,Oui,Non,Oui
595,F,48,Célibataire,1,Primaire,Services,220164,380844,18,4.8,Stock,Non,Oui,73,Rurale,Oui,Non,Oui
596,M,42,Célibataire,0,Primaire,Commerce,149991,139514,18,11.3,Stock,Non,Oui,49,Rurale,Oui,Non,Non
597,F,40,Célibataire,0,Primaire,Agriculture,75939,351785,12,14.9,Urgence,Non,Aucun,66,Rurale,Oui,Non,Oui
598,M,41,Marié(e),0,Secondaire,Commerce,161040,521650,6,5.9,Capital démarrage,Non,Oui,82,Rurale,Oui,Non,Oui
599,M,55,Célibataire,1,Supérieur,Artisanat,180662,332793,12,16.7,Stock,Non,Oui,71,Urbaine,Oui,Oui,Oui
600,M,45,Marié(e),0,Aucun,Commerce,110115,425923,18,8.1,Capital démarrage,Oui,Aucun,66,Urbaine,Oui,Non,Non
601,M,38,Marié(e),3,Supérieur,Agriculture,115809,91386,6,6.8,Achat équipement,Non,Aucun,73,Urbaine,Oui,Oui,Oui
602,M,60,Divorcé(e),1,Supérieur,Agriculture,207055,296953,12,12.5,Capital démarrage,Oui,Aucun,68,Rurale,Non,Non,Non
603,M,35,Marié(e),1,Aucun,Artisanat,186037,102191,6,6.9,Urgence,Non,Oui,82,Urbaine,Oui,Non,Oui
604,M,53,Célibataire,1,Primaire,Commerce,247972,379703,12,13.7,Capital démarrage,Non,Aucun,68,Rurale,Oui,Oui,Oui
605,M,52,Marié(e),2,Secondaire,Commerce,283326,204579,6,11.1,Urgence,Non,Oui,64,Rurale,Oui,Oui,Oui
606,M,62,Marié(e),0,Secondaire,Agriculture,89831,207996,6,6.0,Stock,Non,Non,49,Urbaine,Oui,Oui,Non
607,M,26,Marié(e),3,Secondaire,Artisanat,154867,92221,6,16.8,Stock,Non,Oui,83,Rurale,Oui,Non,Oui
608,M,55,Divorcé(e),2,Secondaire,Services,187418,220630,12,13.6,Stock,Non,Aucun,50,Urbaine,Oui,Oui,Oui
609,M,47,Veuf/veuve,3,Primaire,Agriculture,201814,328672,12,11.9,Achat équipement,Non,Oui,68,Rurale,Oui,Oui,Oui
610,F,61,Célibataire,1,Aucun,Agriculture,240952,371563,18,9.6,Urgence,Non,Oui,77,Rurale,Oui,Non,Oui
611,M,51,Célibataire,1,Primaire,Artisanat,223717,86666,6,6.3,Achat équipement,Oui,Non,91,Rurale,Oui,Oui,Non
612,F,49,Marié(e),0,Aucun,Artisanat,248305,408302,6,14.1,Achat équipement,Non,Oui,68,Rurale,Non,Non,Oui
613,F,20,Marié(e),1,Secondaire,Commerce,183681,318881,6,15.5,Stock,Non,Oui,85,Rurale,Oui,Non,Oui
614,M,20,Célibataire,2,Secondaire,Services,142289,345299,18,6.2,Urgence,Oui,Oui,65,Rurale,Non,Non,Non
615,F,45,Marié(e),2,Primaire,Commerce,296997,508038,18,11.2,Capital démarrage,Non,Aucun,56,Rurale,Oui,Oui,Oui
616,F,61,Marié(e),3,Supérieur,Agriculture,189199,238224,18,11.0,Capital démarrage,Oui,Oui,95,Urbaine,Oui,Non,Non
617,M,32,Célibataire,1,Primaire,Artisanat,165489,145728,12,9.2,Urgence,Non,Aucun,46,Rurale,Oui,Non,Non
618,M,58,Marié(e),1,Secondaire,Commerce,115666,353495,12,15.2,Capital démarrage,Oui,Non,95,Rurale,Oui,Non,Non
619,F,40,Divorcé(e),0,Secondaire,Services,189568,569762,6,5.8,Stock,Non,Non,89,Rurale,Oui,Non,Oui
620,F,57,Célibataire,3,Supérieur,Agriculture,240269,334828,12,7.3,Stock,Non,Oui,56,Rurale,Oui,Non,Oui
621,M,28,Marié(e),0,Secondaire,Commerce,149972,507551,12,4.5,Achat équipement,Non,Aucun,74,Rurale,Non,Non,Oui
622,M,65,Marié(e),1,Aucun,Artisanat,171997,466367,18,9.5,Stock,Non,Oui,44,Rurale,Oui,Oui,Non
623,M,49,Veuf/veuve,2,Supérieur,Agriculture,194949,335081,18,8.4,Capital démarrage,Non,Oui,73,Urbaine,Oui,Non,Oui
624,M,53,Divorcé(e),1,Secondaire,Agriculture,208330,406155,12,16.2,Achat équipement,Non,Non,69,Rurale,Oui,Non,Oui
625,F,50,Marié(e),0,Aucun,Artisanat,164409,273674,12,14.6,Urgence,Non,Aucun,77,Rurale,Oui,Non,Oui
626,M,41,Marié(e),1,Secondaire,Commerce,156383,341845,6,5.6,Urgence,Non,Oui,58,Urbaine,Oui,Non,Oui
627,M,56,Marié(e),4,Secondaire,Commerce,149354,329007,12,14.5,Achat équipement,Oui,Oui,67,Rurale,Oui,Oui,Non
628,F,51,Marié(e),0,Primaire,Artisanat,113604,440010,24,13.6,Stock,Oui,Aucun,72,Rurale,Oui,Oui,Non
629,M,45,Célibataire,1,Primaire,Agriculture,133789,275489,6,8.3,Achat équipement,Non,Aucun,57,Urbaine,Oui,Oui,Oui
630,M,54,Célibataire,2,Secondaire,Services,132175,104871,24,4.7,Achat équipement,Non,Oui,86,Urbaine,Oui,Oui,Oui
631,F,24,Célibataire,2,Secondaire,Artisanat,87469,483790,12,6.1,Stock,Oui,Oui,66,Rurale,Oui,Non,Non
632,F,21,Marié(e),1,Primaire,Commerce,239576,426669,12,7.9,Urgence,Oui,Oui,70,Urbaine,Oui,Non,Non
633,M,54,Célibataire,0,Aucun,Commerce,201574,572567,6,15.5,Achat équipement,Non,Aucun,52,Urbaine,Oui,Non,Oui
634,M,18,Divorcé(e),1,Primaire,Services,188533,285793,18,10.8,Urgence,Non,Oui,40,Rurale,Oui,Non,Non
635,M,18,Célibataire,0,Secondaire,Agriculture,258272,93013,12,16.9,Capital démarrage,Non,Aucun,44,Rurale,Non,Oui,Non
636,M,64,Célibataire,2,Secondaire,Agriculture,223070,116890,12,15.2,Stock,Non,Aucun,73,Urbaine,Oui,Non,Oui
637,M,37,Marié(e),1,Primaire,Agriculture,132623,475325,12,8.4,Capital démarrage,Oui,Aucun,53,Rurale,Oui,Non,Non
638,M,36,Marié(e),1,Primaire,Agriculture,250403,87266,6,15.9,Urgence,Non,Aucun,75,Rurale,Non,Non,Oui
639,M,46,Célibataire,2,Aucun,Commerce,238335,549304,12,6.1,Capital démarrage,Non,Oui,89,Urbaine,Oui,Oui,Oui
640,M,27,Marié(e),1,Secondaire,Services,112924,204907,12,5.0,Capital démarrage,Non,Oui,76,Rurale,Oui,Oui,Oui
641,M,35,Divorcé(e),1,Aucun,Artisanat,234166,544383,18,12.7,Capital démarrage,Non,Non,71,Rurale,Oui,Oui,Oui
642,M,45,Célibataire,1,Aucun,Agriculture,151965,475428,18,9.1,Achat équipement,Non,Oui,74,Urbaine,Non,Non,Oui
643,M,52,Marié(e),0,Aucun,Commerce,239828,529160,12,8.9,Achat équipement,Non,Oui,81,Rurale,Oui,Oui,Oui
644,M,60,Veuf/veuve,2,Secondaire,Commerce,159723,167721,18,13.8,Stock,Oui,Oui,69,Rurale,Oui,Non,Non
645,M,64,Célibataire,2,Primaire,Agriculture,148000,377631,12,16.0,Urgence,Non,Aucun,74,Urbaine,Oui,Non,Oui
646,F,48,Marié(e),1,Primaire,Artisanat,154183,101474,18,8.8,Urgence,Oui,Aucun,56,Urbaine,Oui,Non,Non
647,F,44,Marié(e),2,Supérieur,Artisanat,121669,161254,6,8.9,Stock,Non,Oui,50,Rurale,Oui,Oui,Oui
648,F,28,Marié(e),0,Aucun,Artisanat,91178,220446,6,11.7,Urgence,Non,Oui,57,Urbaine,Oui,Non,Oui
649,F,66,Célibataire,2,Primaire,Agriculture,30060,457446,12,13.3,Urgence,Non,Oui,60,Urbaine,Oui,Non,Non
650,M,66,Célibataire,2,Supérieur,Commerce,116719,63592,18,7.2,Capital démarrage,Non,Aucun,59,Urbaine,Oui,Oui,Oui
651,M,55,Marié(e),2,Primaire,Agriculture,337837,546714,6,16.8,Capital démarrage,Non,Oui,82,Rurale,Non,Non,Oui
652,M,22,Célibataire,0,Primaire,Agriculture,208695,88941,6,13.3,Urgence,Oui,Aucun,30,Urbaine,Oui,Non,Non
653,F,25,Marié(e),2,Aucun,Commerce,291853,257069,12,12.9,Stock,Oui,Aucun,61,Rurale,Oui,Non,Non
654,F,51,Marié(e),1,Secondaire,Services,160907,94599,6,16.7,Stock,Oui,Aucun,76,Rurale,Oui,Non,Non
655,M,65,Marié(e),1,Primaire,Artisanat,151900,472932,18,16.7,Urgence,Non,Aucun,75,Rurale,Non,Non,Oui
656,M,69,Veuf/veuve,1,Secondaire,Services,282992,127723,12,6.3,Stock,Oui,Aucun,52,Rurale,Oui,Non,Non
657,M,29,Marié(e),2,Primaire,Artisanat,202545,536616,24,6.5,Stock,Non,Aucun,91,Rurale,Oui,Non,Oui
658,M,55,Célibataire,0,Primaire,Agriculture,122683,341622,6,14.8,Capital démarrage,Non,Oui,44,Rurale,Non,Oui,Non
659,F,18,Divorcé(e),0,Secondaire,Commerce,217975,571660,12,17.4,Stock,Non,Oui,59,Rurale,Oui,Oui,Oui
660,F,48,Célibataire,2,Supérieur,Agriculture,255053,209698,18,13.5,Achat équipement,Oui,Aucun,60,Urbaine,Oui,Oui,Non
661,M,21,Célibataire,1,Aucun,Agriculture,94327,299873,18,10.1,Capital démarrage,Non,Oui,60,Rurale,Oui,Non,Oui
662,F,66,Marié(e),1,Secondaire,Commerce,207879,431835,12,13.7,Achat équipement,Oui,Oui,85,Rurale,Oui,Non,Non
663,F,62,Marié(e),0,Primaire,Artisanat,98296,507552,12,7.6,Urgence,Oui,Aucun,65,Rurale,Oui,Non,Non
664,M,67,Marié(e),0,Primaire,Commerce,251805,281746,18,18.0,Stock,Non,Aucun,69,Urbaine,Oui,Oui,Oui
665,M,22,Célibataire,2,Primaire,Agriculture,193841,540837,6,10.3,Achat équipement,Non,Oui,78,Urbaine,Oui,Oui,Oui
666,M,47,Marié(e),0,Secondaire,Agriculture,217779,114892,18,17.1,Stock,Oui,Oui,55,Rurale,Oui,Oui,Non
667,M,41,Célibataire,0,Primaire,Agriculture,166953,439776,12,10.3,Achat équipement,Non,Oui,62,Urbaine,Non,Oui,Oui
668,M,20,Divorcé(e),0,Primaire,Agriculture,73103,241509,24,17.0,Capital démarrage,Oui,Oui,90,Rurale,Oui,Oui,Non
669,M,28,Célibataire,1,Aucun,Agriculture,153514,105734,12,9.0,Urgence,Non,Aucun,70,Rurale,Non,Non,Oui
670,M,62,Veuf/veuve,1,Aucun,Commerce,235790,262665,6,14.8,Achat équipement,Non,Non,48,Urbaine,Non,Non,Non
671,M,21,Marié(e),0,Supérieur,Artisanat,299617,534118,12,17.3,Capital démarrage,Non,Aucun,52,Urbaine,Oui,Non,Oui
672,F,43,Veuf/veuve,0,Supérieur,Commerce,196937,589293,24,13.2,Urgence,Non,Oui,78,Urbaine,Oui,Oui,Oui
673,M,44,Marié(e),0,Secondaire,Commerce,138818,266039,18,13.6,Achat équipement,Non,Oui,48,Urbaine,Oui,Non,Non
674,M,63,Marié(e),1,Primaire,Agriculture,212142,537529,12,5.9,Achat équipement,Non,Aucun,57,Rurale,Non,Non,Oui
675,M,60,Marié(e),1,Primaire,Services,230393,330309,12,10.9,Capital démarrage,Oui,Oui,68,Rurale,Oui,Non,Non
676,F,44,Célibataire,3,Secondaire,Agriculture,187965,444358,12,16.5,Urgence,Non,Oui,65,Rurale,Oui,Non,Oui
677,M,59,Célibataire,2,Supérieur,Artisanat,184272,74954,6,7.8,Urgence,Non,Aucun,87,Rurale,Non,Non,Oui
678,M,68,Veuf/veuve,2,Primaire,Services,192816,356521,6,15.1,Capital démarrage,Non,Aucun,30,Rurale,Oui,Non,Non
679,F,67,Veuf/veuve,0,Secondaire,Artisanat,182613,88589,12,13.6,Stock,Non,Oui,72,Rurale,Non,Non,Oui
680,F,23,Marié(e),0,Supérieur,Agriculture,197866,197739,12,7.5,Capital démarrage,Non,Oui,60,Rurale,Oui,Non,Oui
681,F,32,Célibataire,1,Secondaire,Commerce,289653,361747,6,8.3,Urgence,Oui,Oui,84,Rurale,Non,Oui,Non
682,M,47,Marié(e),2,Aucun,Agriculture,58001,493940,18,10.3,Capital démarrage,Non,Aucun,61,Rurale,Oui,Oui,Non
683,M,59,Marié(e),2,Aucun,Agriculture,165692,358491,12,6.2,Stock,Non,Aucun,61,Rurale,Oui,Non,Oui
684,F,54,Marié(e),4,Primaire,Agriculture,124058,564905,12,16.8,Capital démarrage,Oui,Oui,64,Urbaine,Non,Non,Non
685,F,54,Marié(e),2,Primaire,Services,250848,495682,6,14.5,Capital démarrage,Oui,Oui,55,Rurale,Oui,Non,Non
686,F,59,Divorcé(e),2,Aucun,Services,171547,135932,18,9.4,Achat équipement,Non,Aucun,56,Rurale,Oui,Non,Oui
687,F,54,Célibataire,2,Primaire,Agriculture,213582,263927,18,8.5,Stock,Oui,Oui,62,Rurale,Oui,Non,Non
688,M,52,Marié(e),1,Secondaire,Commerce,265638,417666,18,13.8,Urgence,Non,Aucun,89,Rurale,Non,Oui,Oui
689,F,40,Marié(e),0,Primaire,Services,115139,566123,12,10.2,Stock,Non,Aucun,57,Rurale,Oui,Oui,Oui
690,M,23,Marié(e),2,Primaire,Commerce,148348,593243,12,7.6,Urgence,Oui,Aucun,54,Rurale,Non,Non,Non
691,M,21,Célibataire,2,Secondaire,Agriculture,259444,469752,24,10.3,Urgence,Non,Aucun,58,Urbaine,Oui,Non,Oui
692,M,35,Célibataire,2,Secondaire,Commerce,112736,365573,12,16.3,Achat équipement,Oui,Oui,65,Urbaine,Oui,Oui,Non
693,M,26,Veuf/veuve,2,Secondaire,Artisanat,150373,466135,12,5.4,Stock,Non,Oui,91,Urbaine,Oui,Non,Oui
694,M,66,Marié(e),0,Aucun,Commerce,83978,200280,18,9.5,Achat équipement,Non,Aucun,53,Urbaine,Oui,Non,Oui
695,M,46,Marié(e),2,Secondaire,Artisanat,261801,205981,6,17.5,Capital démarrage,Non,Oui,95,Rurale,Oui,Non,Oui
696,F,30,Divorcé(e),2,Primaire,Commerce,145125,409892,12,4.7,Stock,Non,Oui,71,Urbaine,Oui,Oui,Oui
697,M,64,Marié(e),0,Aucun,Agriculture,201069,529509,6,16.5,Capital démarrage,Non,Oui,49,Urbaine,Oui,Oui,Non
698,F,69,Célibataire,1,Secondaire,Agriculture,220558,583395,12,9.6,Stock,Non,Oui,56,Rurale,Oui,Non,Oui
699,M,34,Marié(e),0,Primaire,Agriculture,131805,237734,12,7.1,Urgence,Non,Oui,35,Rurale,Non,Non,Non
700,M,62,Marié(e),1,Primaire,Commerce,65759,488104,6,4.7,Capital démarrage,Non,Aucun,66,Urbaine,Oui,Non,Non
701,M,49,Marié(e),1,Primaire,Agriculture,166832,518341,18,5.5,Stock,Non,Oui,80,Rurale,Non,Oui,Oui
702,M,65,Marié(e),2,Primaire,Artisanat,165850,392745,12,6.8,Stock,Oui,Oui,65,Urbaine,Oui,Non,Non
703,M,39,Marié(e),2,Primaire,Commerce,176369,241175,12,4.8,Capital démarrage,Non,Oui,77,Urbaine,Oui,Non,Oui
704,M,21,Marié(e),1,Secondaire,Artisanat,176701,390498,12,9.0,Achat équipement,Non,Oui,71,Rurale,Oui,Non,Oui
705,M,22,Veuf/veuve,0,Aucun,Services,150073,371446,18,5.1,Stock,Non,Aucun,83,Rurale,Oui,Non,Oui
706,F,54,Célibataire,1,Supérieur,Artisanat,147747,383589,12,13.8,Achat équipement,Non,Oui,50,Rurale,Oui,Non,Oui
707,M,58,Célibataire,0,Primaire,Services,197862,390593,18,15.6,Achat équipement,Non,Oui,78,Rurale,Oui,Non,Oui
708,F,66,Marié(e),1,Aucun,Commerce,130568,515882,18,16.5,Achat équipement,Non,Oui,93,Rurale,Non,Non,Oui
